borough_code,borough,service_family,vendor_supply_proxy,ons_group_count,borough_supply_rank,borough_supply_percentile
E09000006,Bromley,Blinds & Shutters,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Blinds & Shutters,1265,1,14,60.6
E09000027,Richmond upon Thames,Blinds & Shutters,1255,1,15,57.6
E09000005,Brent,Blinds & Shutters,1230,1,16,54.5
E09000008,Croydon,Blinds & Shutters,1180,1,17,51.5
E09000023,Lewisham,Blinds & Shutters,1175,1,18,48.5
E09000010,Enfield,Blinds & Shutters,1160,1,19,45.5
E09000001,City of London,Blinds & Shutters,1095,1,20,42.4
E09000031,Waltham Forest,Blinds & Shutters,1070,1,21,39.4
E09000011,Greenwich,Blinds & Shutters,980,1,22,36.4
E09000025,Newham,Blinds & Shutters,975,1,23,33.3
E09000018,Hounslow,Blinds & Shutters,965,1,24,30.3
E09000017,Hillingdon,Blinds & Shutters,950,1,25,27.3
E09000026,Redbridge,Blinds & Shutters,895,1,26,24.2
E09000015,Harrow,Blinds & Shutters,865,1,27,21.2
E09000024,Merton,Blinds & Shutters,825,1,28,18.2
E09000016,Havering,Blinds & Shutters,735,1,29,15.2
E09000021,Kingston upon Thames,Blinds & Shutters,670,1,30,12.1
E09000029,Sutton,Blinds & Shutters,620,1,31,9.1
E09000004,Bexley,Blinds & Shutters,615,1,32,6.1
E09000002,Barking and Dagenham,Blinds & Shutters,445,1,33,3.0
E09000003,Barnet,Building & Construction,3795,1,1,100.0
E09000033,Westminster,Building & Construction,3325,1,2,97.0
E09000016,Havering,Building & Construction,3020,1,3,93.9
E09000010,Enfield,Building & Construction,2860,1,4,90.9
E09000017,Hillingdon,Building & Construction,2815,1,5,87.9
E09000009,Ealing,Building & Construction,2745,1,6,84.8
E09000026,Redbridge,Building & Construction,2735,1,7,81.8
E09000006,Bromley,Building & Construction,2605,1,8,78.8
E09000015,Harrow,Building & Construction,2550,1,9,75.8
E09000005,Brent,Building & Construction,2475,1,10,72.7
E09000008,Croydon,Building & Construction,2420,1,11,69.7
E09000025,Newham,Building & Construction,2325,1,12,66.7
E09000031,Waltham Forest,Building & Construction,2245,1,13,63.6
E09000004,Bexley,Building & Construction,2125,1,14,60.6
E09000007,Camden,Building & Construction,2090,1,15,57.6
E09000002,Barking and Dagenham,Building & Construction,2055,1,16,54.5
E09000029,Sutton,Building & Construction,1820,1,17,51.5
E09000018,Hounslow,Building & Construction,1775,1,18,48.5
E09000012,Hackney,Building & Construction,1730,1,19,45.5
E09000024,Merton,Building & Construction,1675,1,20,42.4
E09000014,Haringey,Building & Construction,1545,1,21,39.4
E09000019,Islington,Building & Construction,1530,1,22,36.4
E09000011,Greenwich,Building & Construction,1495,1,23,33.3
E09000032,Wandsworth,Building & Construction,1205,1,24,30.3
E09000030,Tower Hamlets,Building & Construction,1095,1,25,27.3
E09000022,Lambeth,Building & Construction,1090,1,26,24.2
E09000023,Lewisham,Building & Construction,1080,1,27,21.2
E09000021,Kingston upon Thames,Building & Construction,1060,1,28,18.2
E09000028,Southwark,Building & Construction,1050,1,29,15.2
E09000027,Richmond upon Thames,Building & Construction,960,1,30,12.1
E09000001,City of London,Building & Construction,905,1,31,9.1
E09000013,Hammersmith and Fulham,Building & Construction,845,1,32,6.1
E09000020,Kensington and Chelsea,Building & Construction,835,1,33,3.0
E09000033,Westminster,Business & Administrative Services,19835,2,1,100.0
E09000007,Camden,Business & Administrative Services,14850,2,2,97.0
E09000001,City of London,Business & Administrative Services,11850,2,3,93.9
E09000012,Hackney,Business & Administrative Services,8595,2,4,90.9
E09000019,Islington,Business & Administrative Services,8230,2,5,87.9
E09000003,Barnet,Business & Administrative Services,6800,2,6,84.8
E09000028,Southwark,Business & Administrative Services,5775,2,7,81.8
E09000032,Wandsworth,Business & Administrative Services,5425,2,8,78.8
E09000030,Tower Hamlets,Business & Administrative Services,5375,2,9,75.8
E09000020,Kensington and Chelsea,Business & Administrative Services,4690,2,10,72.7
E09000027,Richmond upon Thames,Business & Administrative Services,4535,2,11,69.7
E09000022,Lambeth,Business & Administrative Services,4480,2,12,66.7
E09000013,Hammersmith and Fulham,Business & Administrative Services,4350,2,13,63.6
E09000006,Bromley,Business & Administrative Services,4335,2,14,60.6
E09000009,Ealing,Business & Administrative Services,4305,2,15,57.6
E09000015,Harrow,Business & Administrative Services,4000,2,16,54.5
E09000008,Croydon,Business & Administrative Services,3715,2,17,51.5
E09000010,Enfield,Business & Administrative Services,3655,2,18,48.5
E09000026,Redbridge,Business & Administrative Services,3610,2,19,45.5
E09000005,Brent,Business & Administrative Services,3570,2,20,42.4
E09000014,Haringey,Business & Administrative Services,3445,2,21,39.4
E09000017,Hillingdon,Business & Administrative Services,3410,2,22,36.4
E09000024,Merton,Business & Administrative Services,3385,2,23,33.3
E09000018,Hounslow,Business & Administrative Services,3310,2,24,30.3
E09000025,Newham,Business & Administrative Services,3140,2,25,27.3
E09000031,Waltham Forest,Business & Administrative Services,2995,2,26,24.2
E09000023,Lewisham,Business & Administrative Services,2710,2,27,21.2
E09000011,Greenwich,Business & Administrative Services,2695,2,28,18.2
E09000021,Kingston upon Thames,Business & Administrative Services,2570,2,29,15.2
E09000016,Havering,Business & Administrative Services,2345,2,30,12.1
E09000029,Sutton,Business & Administrative Services,2070,2,31,9.1
E09000004,Bexley,Business & Administrative Services,1990,2,32,6.1
E09000002,Barking and Dagenham,Business & Administrative Services,1600,2,33,3.0
E09000033,Westminster,Carpentry & Joinery,5495,1,1,100.0
E09000007,Camden,Carpentry & Joinery,3760,1,2,97.0
E09000019,Islington,Carpentry & Joinery,2150,1,3,93.9
E09000012,Hackney,Carpentry & Joinery,2055,1,4,90.9
E09000003,Barnet,Carpentry & Joinery,1825,1,5,87.9
E09000028,Southwark,Carpentry & Joinery,1685,1,6,84.8
E09000032,Wandsworth,Carpentry & Joinery,1575,1,7,81.8
E09000030,Tower Hamlets,Carpentry & Joinery,1500,1,8,78.8
E09000022,Lambeth,Carpentry & Joinery,1480,1,9,75.8
E09000014,Haringey,Carpentry & Joinery,1450,1,10,72.7
E09000020,Kensington and Chelsea,Carpentry & Joinery,1400,1,11,69.7
E09000009,Ealing,Carpentry & Joinery,1350,1,12,66.7
E09000006,Bromley,Carpentry & Joinery,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Carpentry & Joinery,1265,1,14,60.6
E09000027,Richmond upon Thames,Carpentry & Joinery,1255,1,15,57.6
E09000005,Brent,Carpentry & Joinery,1230,1,16,54.5
E09000008,Croydon,Carpentry & Joinery,1180,1,17,51.5
E09000023,Lewisham,Carpentry & Joinery,1175,1,18,48.5
E09000010,Enfield,Carpentry & Joinery,1160,1,19,45.5
E09000001,City of London,Carpentry & Joinery,1095,1,20,42.4
E09000031,Waltham Forest,Carpentry & Joinery,1070,1,21,39.4
E09000011,Greenwich,Carpentry & Joinery,980,1,22,36.4
E09000025,Newham,Carpentry & Joinery,975,1,23,33.3
E09000018,Hounslow,Carpentry & Joinery,965,1,24,30.3
E09000017,Hillingdon,Carpentry & Joinery,950,1,25,27.3
E09000026,Redbridge,Carpentry & Joinery,895,1,26,24.2
E09000015,Harrow,Carpentry & Joinery,865,1,27,21.2
E09000024,Merton,Carpentry & Joinery,825,1,28,18.2
E09000016,Havering,Carpentry & Joinery,735,1,29,15.2
E09000021,Kingston upon Thames,Carpentry & Joinery,670,1,30,12.1
E09000029,Sutton,Carpentry & Joinery,620,1,31,9.1
E09000004,Bexley,Carpentry & Joinery,615,1,32,6.1
E09000002,Barking and Dagenham,Carpentry & Joinery,445,1,33,3.0
E09000033,Westminster,Ceiling & Interior Finishes,5495,1,1,100.0
E09000007,Camden,Ceiling & Interior Finishes,3760,1,2,97.0
E09000019,Islington,Ceiling & Interior Finishes,2150,1,3,93.9
E09000012,Hackney,Ceiling & Interior Finishes,2055,1,4,90.9
E09000003,Barnet,Ceiling & Interior Finishes,1825,1,5,87.9
E09000028,Southwark,Ceiling & Interior Finishes,1685,1,6,84.8
E09000032,Wandsworth,Ceiling & Interior Finishes,1575,1,7,81.8
E09000030,Tower Hamlets,Ceiling & Interior Finishes,1500,1,8,78.8
E09000022,Lambeth,Ceiling & Interior Finishes,1480,1,9,75.8
E09000014,Haringey,Ceiling & Interior Finishes,1450,1,10,72.7
E09000020,Kensington and Chelsea,Ceiling & Interior Finishes,1400,1,11,69.7
E09000009,Ealing,Ceiling & Interior Finishes,1350,1,12,66.7
E09000006,Bromley,Ceiling & Interior Finishes,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Ceiling & Interior Finishes,1265,1,14,60.6
E09000027,Richmond upon Thames,Ceiling & Interior Finishes,1255,1,15,57.6
E09000005,Brent,Ceiling & Interior Finishes,1230,1,16,54.5
E09000008,Croydon,Ceiling & Interior Finishes,1180,1,17,51.5
E09000023,Lewisham,Ceiling & Interior Finishes,1175,1,18,48.5
E09000010,Enfield,Ceiling & Interior Finishes,1160,1,19,45.5
E09000001,City of London,Ceiling & Interior Finishes,1095,1,20,42.4
E09000031,Waltham Forest,Ceiling & Interior Finishes,1070,1,21,39.4
E09000011,Greenwich,Ceiling & Interior Finishes,980,1,22,36.4
E09000025,Newham,Ceiling & Interior Finishes,975,1,23,33.3
E09000018,Hounslow,Ceiling & Interior Finishes,965,1,24,30.3
E09000017,Hillingdon,Ceiling & Interior Finishes,950,1,25,27.3
E09000026,Redbridge,Ceiling & Interior Finishes,895,1,26,24.2
E09000015,Harrow,Ceiling & Interior Finishes,865,1,27,21.2
E09000024,Merton,Ceiling & Interior Finishes,825,1,28,18.2
E09000016,Havering,Ceiling & Interior Finishes,735,1,29,15.2
E09000021,Kingston upon Thames,Ceiling & Interior Finishes,670,1,30,12.1
E09000029,Sutton,Ceiling & Interior Finishes,620,1,31,9.1
E09000004,Bexley,Ceiling & Interior Finishes,615,1,32,6.1
E09000002,Barking and Dagenham,Ceiling & Interior Finishes,445,1,33,3.0
E09000033,Westminster,Childcare & Care Services,2855,2,1,100.0
E09000007,Camden,Childcare & Care Services,2380,2,2,97.0
E09000003,Barnet,Childcare & Care Services,2135,2,3,93.9
E09000012,Hackney,Childcare & Care Services,1590,2,4,90.9
E09000008,Croydon,Childcare & Care Services,1575,2,5,87.9
E09000019,Islington,Childcare & Care Services,1570,2,6,84.8
E09000030,Tower Hamlets,Childcare & Care Services,1440,2,7,81.8
E09000026,Redbridge,Childcare & Care Services,1405,2,8,78.8
E09000028,Southwark,Childcare & Care Services,1360,2,9,75.8
E09000009,Ealing,Childcare & Care Services,1350,2,10,72.7
E09000022,Lambeth,Childcare & Care Services,1340,2,11,69.7
E09000032,Wandsworth,Childcare & Care Services,1335,2,12,66.7
E09000006,Bromley,Childcare & Care Services,1330,2,13,63.6
E09000015,Harrow,Childcare & Care Services,1280,2,14,60.6
E09000010,Enfield,Childcare & Care Services,1265,2,15,57.6
E09000005,Brent,Childcare & Care Services,1245,2,16,54.5
E09000025,Newham,Childcare & Care Services,1195,2,17,51.5
E09000011,Greenwich,Childcare & Care Services,1140,2,18,48.5
E09000017,Hillingdon,Childcare & Care Services,1105,2,19,45.5
E09000027,Richmond upon Thames,Childcare & Care Services,1060,2,20,42.4
E09000023,Lewisham,Childcare & Care Services,995,2,21,39.4
E09000014,Haringey,Childcare & Care Services,990,2,22,34.8
E09000020,Kensington and Chelsea,Childcare & Care Services,990,2,22,34.8
E09000024,Merton,Childcare & Care Services,980,2,23,30.3
E09000018,Hounslow,Childcare & Care Services,965,2,24,27.3
E09000013,Hammersmith and Fulham,Childcare & Care Services,960,2,25,24.2
E09000016,Havering,Childcare & Care Services,935,2,26,21.2
E09000031,Waltham Forest,Childcare & Care Services,860,2,27,18.2
E09000004,Bexley,Childcare & Care Services,790,2,28,13.6
E09000029,Sutton,Childcare & Care Services,790,2,28,13.6
E09000021,Kingston upon Thames,Childcare & Care Services,755,2,29,9.1
E09000002,Barking and Dagenham,Childcare & Care Services,745,2,30,6.1
E09000001,City of London,Childcare & Care Services,705,2,31,3.0
E09000003,Barnet,Chimney & Fireplace Services,3795,1,1,100.0
E09000033,Westminster,Chimney & Fireplace Services,3325,1,2,97.0
E09000016,Havering,Chimney & Fireplace Services,3020,1,3,93.9
E09000010,Enfield,Chimney & Fireplace Services,2860,1,4,90.9
E09000017,Hillingdon,Chimney & Fireplace Services,2815,1,5,87.9
E09000009,Ealing,Chimney & Fireplace Services,2745,1,6,84.8
E09000026,Redbridge,Chimney & Fireplace Services,2735,1,7,81.8
E09000006,Bromley,Chimney & Fireplace Services,2605,1,8,78.8
E09000015,Harrow,Chimney & Fireplace Services,2550,1,9,75.8
E09000005,Brent,Chimney & Fireplace Services,2475,1,10,72.7
E09000008,Croydon,Chimney & Fireplace Services,2420,1,11,69.7
E09000025,Newham,Chimney & Fireplace Services,2325,1,12,66.7
E09000031,Waltham Forest,Chimney & Fireplace Services,2245,1,13,63.6
E09000004,Bexley,Chimney & Fireplace Services,2125,1,14,60.6
E09000007,Camden,Chimney & Fireplace Services,2090,1,15,57.6
E09000002,Barking and Dagenham,Chimney & Fireplace Services,2055,1,16,54.5
E09000029,Sutton,Chimney & Fireplace Services,1820,1,17,51.5
E09000018,Hounslow,Chimney & Fireplace Services,1775,1,18,48.5
E09000012,Hackney,Chimney & Fireplace Services,1730,1,19,45.5
E09000024,Merton,Chimney & Fireplace Services,1675,1,20,42.4
E09000014,Haringey,Chimney & Fireplace Services,1545,1,21,39.4
E09000019,Islington,Chimney & Fireplace Services,1530,1,22,36.4
E09000011,Greenwich,Chimney & Fireplace Services,1495,1,23,33.3
E09000032,Wandsworth,Chimney & Fireplace Services,1205,1,24,30.3
E09000030,Tower Hamlets,Chimney & Fireplace Services,1095,1,25,27.3
E09000022,Lambeth,Chimney & Fireplace Services,1090,1,26,24.2
E09000023,Lewisham,Chimney & Fireplace Services,1080,1,27,21.2
E09000021,Kingston upon Thames,Chimney & Fireplace Services,1060,1,28,18.2
E09000028,Southwark,Chimney & Fireplace Services,1050,1,29,15.2
E09000027,Richmond upon Thames,Chimney & Fireplace Services,960,1,30,12.1
E09000001,City of London,Chimney & Fireplace Services,905,1,31,9.1
E09000013,Hammersmith and Fulham,Chimney & Fireplace Services,845,1,32,6.1
E09000020,Kensington and Chelsea,Chimney & Fireplace Services,835,1,33,3.0
E09000033,Westminster,Chimney Services,5495,1,1,100.0
E09000007,Camden,Chimney Services,3760,1,2,97.0
E09000019,Islington,Chimney Services,2150,1,3,93.9
E09000012,Hackney,Chimney Services,2055,1,4,90.9
E09000003,Barnet,Chimney Services,1825,1,5,87.9
E09000028,Southwark,Chimney Services,1685,1,6,84.8
E09000032,Wandsworth,Chimney Services,1575,1,7,81.8
E09000030,Tower Hamlets,Chimney Services,1500,1,8,78.8
E09000022,Lambeth,Chimney Services,1480,1,9,75.8
E09000014,Haringey,Chimney Services,1450,1,10,72.7
E09000020,Kensington and Chelsea,Chimney Services,1400,1,11,69.7
E09000009,Ealing,Chimney Services,1350,1,12,66.7
E09000006,Bromley,Chimney Services,1335,1,13,63.6
E09000013,Hammersmith and Fulham,Chimney Services,1265,1,14,60.6
E09000027,Richmond upon Thames,Chimney Services,1255,1,15,57.6
E09000005,Brent,Chimney Services,1230,1,16,54.5
E09000008,Croydon,Chimney Services,1180,1,17,51.5
E09000023,Lewisham,Chimney Services,1175,1,18,48.5
E09000010,Enfield,Chimney Services,1160,1,19,45.5
E09000001,City of London,Chimney Services,1095,1,20,42.4
E09000031,Waltham Forest,Chimney Services,1070,1,21,39.4
E09000011,Greenwich,Chimney Services,980,1,22,36.4
E09000025,Newham,Chimney Services,975,1,23,33.3
E09000018,Hounslow,Chimney Services,965,1,24,30.3
E09000017,Hillingdon,Chimney Services,950,1,25,27.3
E09000026,Redbridge,Chimney Services,895,1,26,24.2
E09000015,Harrow,Chimney Services,865,1,27,21.2
E09000024,Merton,Chimney Services,825,1,28,18.2
E09000016,Havering,Chimney Services,735,1,29,15.2
E09000021,Kingston upon Thames,Chimney Services,670,1,30,12.1
E09000029,Sutton,Chimney Services,620,1,31,9.1
E09000004,Bexley,Chimney Services,615,1,32,6.1
E09000002,Barking and Dagenham,Chimney Services,445,1,33,3.0
E09000003,Barnet,Cladding & Exterior Finishes,3795,1,1,100.0
E09000033,Westminster,Cladding & Exterior Finishes,3325,1,2,97.0
E09000016,Havering,Cladding & Exterior Finishes,3020,1,3,93.9
E09000010,Enfield,Cladding & Exterior Finishes,2860,1,4,90.9
E09000017,Hillingdon,Cladding & Exterior Finishes,2815,1,5,87.9
E09000009,Ealing,Cladding & Exterior Finishes,2745,1,6,84.8
E09000026,Redbridge,Cladding & Exterior Finishes,2735,1,7,81.8
E09000006,Bromley,Cladding & Exterior Finishes,2605,1,8,78.8
E09000015,Harrow,Cladding & Exterior Finishes,2550,1,9,75.8
E09000005,Brent,Cladding & Exterior Finishes,2475,1,10,72.7
E09000008,Croydon,Cladding & Exterior Finishes,2420,1,11,69.7
E09000025,Newham,Cladding & Exterior Finishes,2325,1,12,66.7
E09000031,Waltham Forest,Cladding & Exterior Finishes,2245,1,13,63.6
E09000004,Bexley,Cladding & Exterior Finishes,2125,1,14,60.6
E09000007,Camden,Cladding & Exterior Finishes,2090,1,15,57.6
E09000002,Barking and Dagenham,Cladding & Exterior Finishes,2055,1,16,54.5
E09000029,Sutton,Cladding & Exterior Finishes,1820,1,17,51.5
E09000018,Hounslow,Cladding & Exterior Finishes,1775,1,18,48.5
E09000012,Hackney,Cladding & Exterior Finishes,1730,1,19,45.5
E09000024,Merton,Cladding & Exterior Finishes,1675,1,20,42.4
E09000014,Haringey,Cladding & Exterior Finishes,1545,1,21,39.4
E09000019,Islington,Cladding & Exterior Finishes,1530,1,22,36.4
E09000011,Greenwich,Cladding & Exterior Finishes,1495,1,23,33.3
E09000032,Wandsworth,Cladding & Exterior Finishes,1205,1,24,30.3
E09000030,Tower Hamlets,Cladding & Exterior Finishes,1095,1,25,27.3
E09000022,Lambeth,Cladding & Exterior Finishes,1090,1,26,24.2
E09000023,Lewisham,Cladding & Exterior Finishes,1080,1,27,21.2
E09000021,Kingston upon Thames,Cladding & Exterior Finishes,1060,1,28,18.2
E09000028,Southwark,Cladding & Exterior Finishes,1050,1,29,15.2
E09000027,Richmond upon Thames,Cladding & Exterior Finishes,960,1,30,12.1
E09000001,City of London,Cladding & Exterior Finishes,905,1,31,9.1
E09000013,Hammersmith and Fulham,Cladding & Exterior Finishes,845,1,32,6.1
E09000020,Kensington and Chelsea,Cladding & Exterior Finishes,835,1,33,3.0
E09000033,Westminster,Cleaning Services,6975,1,1,100.0
E09000007,Camden,Cleaning Services,3855,1,2,97.0
E09000001,City of London,Cleaning Services,3520,1,3,93.9
E09000019,Islington,Cleaning Services,2490,1,4,90.9
E09000012,Hackney,Cleaning Services,2445,1,5,87.9
E09000003,Barnet,Cleaning Services,2285,1,6,84.8
E09000030,Tower Hamlets,Cleaning Services,1950,1,7,81.8
E09000028,Southwark,Cleaning Services,1815,1,8,78.8
E09000032,Wandsworth,Cleaning Services,1670,1,9,75.8
E09000020,Kensington and Chelsea,Cleaning Services,1590,1,10,72.7
E09000009,Ealing,Cleaning Services,1555,1,11,68.2
E09000022,Lambeth,Cleaning Services,1555,1,11,68.2
E09000006,Bromley,Cleaning Services,1545,1,12,63.6
E09000010,Enfield,Cleaning Services,1535,1,13,60.6
E09000013,Hammersmith and Fulham,Cleaning Services,1485,1,14,57.6
E09000025,Newham,Cleaning Services,1450,1,15,54.5
E09000026,Redbridge,Cleaning Services,1445,1,16,51.5
E09000017,Hillingdon,Cleaning Services,1435,1,17,48.5
E09000005,Brent,Cleaning Services,1425,1,18,45.5
E09000008,Croydon,Cleaning Services,1305,1,19,40.9
E09000018,Hounslow,Cleaning Services,1305,1,19,40.9
E09000015,Harrow,Cleaning Services,1250,1,20,36.4
E09000024,Merton,Cleaning Services,1215,1,21,33.3
E09000027,Richmond upon Thames,Cleaning Services,1185,1,22,30.3
E09000014,Haringey,Cleaning Services,1125,1,23,27.3
E09000031,Waltham Forest,Cleaning Services,1085,1,24,24.2
E09000016,Havering,Cleaning Services,1080,1,25,21.2
E09000011,Greenwich,Cleaning Services,1025,1,26,18.2
E09000023,Lewisham,Cleaning Services,885,1,27,15.2
E09000002,Barking and Dagenham,Cleaning Services,840,1,28,12.1
E09000004,Bexley,Cleaning Services,835,1,29,9.1
E09000021,Kingston upon Thames,Cleaning Services,825,1,30,6.1
E09000029,Sutton,Cleaning Services,800,1,31,3.0
E09000033,Westminster,Coaching & Personal Development,13695,2,1,100.0
E09000007,Camden,Coaching & Personal Development,11885,2,2,97.0
E09000001,City of London,Coaching & Personal Development,8620,2,3,93.9
E09000012,Hackney,Coaching & Personal Development,6750,2,4,90.9
E09000019,Islington,Coaching & Personal Development,6315,2,5,87.9
E09000003,Barnet,Coaching & Personal Development,5175,2,6,84.8
